NUMERO_INCIDENTE;CODIGO_CRIME;CODIGO_GRUPO_CRIME;DESCRICAO_CRIME;DISTRITO;AREA_REPORTADA;TEVE_TIRO;DATA_OCORRENCIA;ANO;MES;DIA_DA_SEMANA;HORA;ALTO_RISCO
I182029203;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;304;0;19/04/18 11:04;2018;4;Thursday;11;0
I182029192;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;324;0;19/04/18 10:12;2018;4;Thursday;10;1
I182029192;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;324;0;19/04/18 10:12;2018;4;Thursday;10;0
I182029192;3410;Towed;TOWED MOTOR VEHICLE;B2;324;0;19/04/18 10:12;2018;4;Thursday;10;0
I182029182;3410;Towed;TOWED MOTOR VEHICLE;B2;328;0;19/04/18 10:20;2018;4;Thursday;10;0
I182029177;3201;Property Lost;PROPERTY - LOST;B2;240;0;28/02/18 00:00;2018;2;Wednesday;0;0
I182029160;1107;Fraud;FRAUD - IMPERSONATION;B2;293;0;19/04/18 07:57;2018;4;Thursday;7;0
I182029158;3501;Missing Person Reported;MISSING PERSON;B2;311;0;18/04/18 20:00;2018;4;Wednesday;20;0
I182029158;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;311;0;18/04/18 20:00;2018;4;Wednesday;20;0
I182029148;542;Commercial Burglary;BURGLARY - COMMERICAL - NO FORCE;B2;615;0;19/04/18 02:49;2018;4;Thursday;2;0
I182029148;2610;Other;TRESPASSING;B2;615;0;19/04/18 02:49;2018;4;Thursday;2;0
I182029138;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;300;0;19/04/18 02:16;2018;4;Thursday;2;0
I182029125;3114;Investigate Property;INVESTIGATE PROPERTY;B2;317;0;19/04/18 00:30;2018;4;Thursday;0;0
I182029123;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;281;0;18/04/18 08:30;2018;4;Wednesday;8;0
I182029123;3501;Missing Person Reported;MISSING PERSON;B2;281;0;18/04/18 08:30;2018;4;Wednesday;8;0
I182029118;3301;Verbal Disputes;VERBAL DISPUTE;B2;182;0;18/04/18 22:32;2018;4;Wednesday;22;0
I182029109;2647;Other;THREATS TO DO BODILY HARM;B2;287;0;18/04/18 20:23;2018;4;Wednesday;20;0
I182029107;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;259;0;18/04/18 22:16;2018;4;Wednesday;22;0
I182029106;3115;Investigate Person;INVESTIGATE PERSON;B2;293;0;18/04/18 21:42;2018;4;Wednesday;21;0
I182029104;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;291;0;18/04/18 22:10;2018;4;Wednesday;22;0
I182029104;3501;Missing Person Reported;MISSING PERSON;B2;291;0;18/04/18 22:10;2018;4;Wednesday;22;0
I182029101;801;Simple Assault;ASSAULT - SIMPLE;B2;294;0;18/04/18 21:23;2018;4;Wednesday;21;1
I182029099;3821;Motor Vehicle Accident Response;M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY;B2;0;0;18/04/18 21:34;2018;4;Wednesday;21;0
I182029088;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;181;0;18/04/18 20:36;2018;4;Wednesday;20;1
I182029071;3301;Verbal Disputes;VERBAL DISPUTE;B2;276;0;18/04/18 19:24;2018;4;Wednesday;19;0
I182029069;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;264;0;18/04/18 19:33;2018;4;Wednesday;19;1
I182029063;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;318;0;18/04/18 18:28;2018;4;Wednesday;18;0
I182029056;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;258;0;16/04/18 15:55;2018;4;Monday;15;0
I182029054;1843;Drug Violation;DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP;B2;282;0;18/04/18 19:06;2018;4;Wednesday;19;0
I182029042;3503;Missing Person Located;MISSING PERSON - NOT REPORTED - LOCATED;B2;315;0;18/04/18 17:34;2018;4;Wednesday;17;0
I182029041;2647;Other;THREATS TO DO BODILY HARM;B2;311;0;18/04/18 15:30;2018;4;Wednesday;15;0
I182029037;3301;Verbal Disputes;VERBAL DISPUTE;B2;304;0;18/04/18 17:46;2018;4;Wednesday;17;0
I182029036;616;Larceny;LARCENY THEFT OF BICYCLE;B2;613;0;18/04/18 17:09;2018;4;Wednesday;17;0
I182029033;3115;Investigate Person;INVESTIGATE PERSON;B2;263;0;18/04/18 17:53;2018;4;Wednesday;17;0
I182029032;3301;Verbal Disputes;VERBAL DISPUTE;B2;297;0;18/04/18 17:10;2018;4;Wednesday;17;0
I182029025;2610;Other;TRESPASSING;B2;280;0;18/04/18 16:48;2018;4;Wednesday;16;0
I182029025;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;280;0;18/04/18 16:48;2018;4;Wednesday;16;0
I182029003;1415;Vandalism;GRAFFITI;B2;280;0;18/04/18 16:01;2018;4;Wednesday;16;0
I182028997;3301;Verbal Disputes;VERBAL DISPUTE;B2;328;0;18/04/18 15:36;2018;4;Wednesday;15;0
I182028987;3201;Property Lost;PROPERTY - LOST;B2;257;0;10/04/18 00:55;2018;4;Tuesday;0;0
I182028982;3111;License Violation;LICENSE PREMISE VIOLATION;B2;258;0;18/04/18 15:12;2018;4;Wednesday;15;0
I182028979;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;0;0;18/04/18 14:34;2018;4;Wednesday;14;1
I182028965;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;287;0;18/04/18 14:15;2018;4;Wednesday;14;0
I182028956;3018;Medical Assistance;SICK/INJURED/MEDICAL - POLICE;B2;296;0;18/04/18 13:50;2018;4;Wednesday;13;0
I182028950;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;593;0;18/04/18 12:07;2018;4;Wednesday;12;0
I182028933;2647;Other;THREATS TO DO BODILY HARM;B2;239;0;18/04/18 07:20;2018;4;Wednesday;7;0
I182028932;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;295;0;18/04/18 12:29;2018;4;Wednesday;12;0
I182028930;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;311;0;18/04/18 12:15;2018;4;Wednesday;12;0
I182028922;3114;Investigate Property;INVESTIGATE PROPERTY;B2;282;0;18/04/18 12:15;2018;4;Wednesday;12;0
I182028919;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;315;0;18/04/18 11:10;2018;4;Wednesday;11;0
I182028913;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;605;0;16/04/18 08:00;2018;4;Monday;8;0
I182028904;3201;Property Lost;PROPERTY - LOST;B2;312;0;26/02/18 13:00;2018;2;Monday;13;0
I182028897;3114;Investigate Property;INVESTIGATE PROPERTY;B2;311;0;18/04/18 07:39;2018;4;Wednesday;7;0
I182028886;3410;Towed;TOWED MOTOR VEHICLE;B2;319;0;18/04/18 08:54;2018;4;Wednesday;8;0
I182028875;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;282;0;18/04/18 08:33;2018;4;Wednesday;8;0
I182028875;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;282;0;18/04/18 08:33;2018;4;Wednesday;8;1
I182028865;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;258;0;18/04/18 07:27;2018;4;Wednesday;7;0
I182028864;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;329;0;18/04/18 07:47;2018;4;Wednesday;7;0
I182028861;3301;Verbal Disputes;VERBAL DISPUTE;B2;304;0;18/04/18 07:19;2018;4;Wednesday;7;0
I182028854;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;318;0;18/04/18 04:58;2018;4;Wednesday;4;0
I182028852;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;0;0;18/04/18 04:02;2018;4;Wednesday;4;0
I182028852;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;0;0;18/04/18 04:02;2018;4;Wednesday;4;0
I182028850;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;325;0;18/04/18 00:30;2018;4;Wednesday;0;1
I182028840;615;Larceny From Motor Vehicle;LARCENY THEFT OF MV PARTS & ACCESSORIES;B2;300;0;18/04/18 00:04;2018;4;Wednesday;0;0
I182028831;3114;Investigate Property;INVESTIGATE PROPERTY;B2;183;0;18/04/18 00:13;2018;4;Wednesday;0;0
I182028826;3301;Verbal Disputes;VERBAL DISPUTE;B2;268;0;17/04/18 23:26;2018;4;Tuesday;23;0
I182028813;3119;Firearm Discovery;FIREARM/WEAPON - FOUND OR CONFISCATED;B2;181;0;17/04/18 22:24;2018;4;Tuesday;22;0
I182028812;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;330;0;17/04/18 18:00;2018;4;Tuesday;18;0
I182028812;1402;Vandalism;VANDALISM;B2;330;0;17/04/18 18:00;2018;4;Tuesday;18;0
I182028805;3201;Property Lost;PROPERTY - LOST;B2;263;0;01/04/18 03:00;2018;4;Sunday;3;0
I182028804;2647;Other;THREATS TO DO BODILY HARM;B2;326;0;17/04/18 21:05;2018;4;Tuesday;21;0
I182028794;3109;Police Service Incidents;SERVICE TO OTHER PD INSIDE OF MA.;B2;328;0;17/04/18 21:10;2018;4;Tuesday;21;0
I182028786;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;183;0;17/04/18 19:50;2018;4;Tuesday;19;0
I182028783;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;282;0;17/04/18 20:20;2018;4;Tuesday;20;0
I182028778;3115;Investigate Person;INVESTIGATE PERSON;B2;260;0;17/04/18 19:33;2018;4;Tuesday;19;0
I182028763;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;258;0;17/04/18 18:18;2018;4;Tuesday;18;0
I182028761;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;282;0;17/04/18 19:08;2018;4;Tuesday;19;0
I182028760;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;282;0;17/04/18 19:08;2018;4;Tuesday;19;0
I182028755;3201;Property Lost;PROPERTY - LOST;B2;586;0;17/04/18 09:05;2018;4;Tuesday;9;0
I182028749;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;263;0;17/04/18 10:30;2018;4;Tuesday;10;0
I182028741;617;Larceny;LARCENY THEFT FROM BUILDING;B2;603;0;17/04/18 15:48;2018;4;Tuesday;15;0
I182028737;3201;Property Lost;PROPERTY - LOST;B2;611;0;11/04/18 18:00;2018;4;Wednesday;18;0
I182028736;3301;Verbal Disputes;VERBAL DISPUTE;B2;326;0;17/04/18 17:04;2018;4;Tuesday;17;0
I182028735;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;260;0;17/04/18 16:48;2018;4;Tuesday;16;0
I182028727;3114;Investigate Property;INVESTIGATE PROPERTY;B2;613;0;17/04/18 17:18;2018;4;Tuesday;17;0
I182028693;3111;License Violation;LICENSE PREMISE VIOLATION;B2;603;0;17/04/18 15:32;2018;4;Tuesday;15;0
I182028690;3111;License Violation;LICENSE PREMISE VIOLATION;B2;587;0;17/04/18 15:16;2018;4;Tuesday;15;0
I182028689;3201;Property Lost;PROPERTY - LOST;B2;584;0;17/04/18 13:00;2018;4;Tuesday;13;0
I182028687;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;329;0;17/04/18 14:35;2018;4;Tuesday;14;0
I182028686;1402;Vandalism;VANDALISM;B2;182;0;16/04/18 20:00;2018;4;Monday;20;0
I182028681;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;616;0;17/04/18 13:36;2018;4;Tuesday;13;0
I182028674;3125;Warrant Arrests;WARRANT ARREST;B2;330;0;17/04/18 13:47;2018;4;Tuesday;13;0
I182028656;3111;License Violation;LICENSE PREMISE VIOLATION;B2;320;0;17/04/18 13:45;2018;4;Tuesday;13;0
I182028654;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;180;0;17/04/18 13:32;2018;4;Tuesday;13;0
I182028648;3111;License Violation;LICENSE PREMISE VIOLATION;B2;326;0;17/04/18 13:25;2018;4;Tuesday;13;0
I182028646;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;310;0;17/04/18 11:58;2018;4;Tuesday;11;0
I182028636;3111;License Violation;LICENSE PREMISE VIOLATION;B2;266;0;17/04/18 13:00;2018;4;Tuesday;13;0
I182028634;3111;License Violation;LICENSE PREMISE VIOLATION;B2;280;0;17/04/18 12:46;2018;4;Tuesday;12;0
I182028630;3114;Investigate Property;INVESTIGATE PROPERTY;B2;304;0;17/04/18 12:33;2018;4;Tuesday;12;0
I182028621;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;268;0;17/04/18 11:30;2018;4;Tuesday;11;0
I182028613;3207;Property Found;PROPERTY - FOUND;B2;329;0;13/04/18 08:00;2018;4;Friday;8;0
I182028606;619;Larceny;LARCENY ALL OTHERS;B2;611;0;12/04/18 19:30;2018;4;Thursday;19;0
I182028605;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2;267;0;17/04/18 10:50;2018;4;Tuesday;10;0
I182028598;617;Larceny;LARCENY THEFT FROM BUILDING;B2;327;0;15/04/18 17:20;2018;4;Sunday;17;0
I182028595;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;288;0;17/04/18 10:34;2018;4;Tuesday;10;1
I182028590;3201;Property Lost;PROPERTY - LOST;B2;267;0;17/04/18 04:30;2018;4;Tuesday;4;0
I182028577;3114;Investigate Property;INVESTIGATE PROPERTY;B2;330;0;13/04/18 08:30;2018;4;Friday;8;0
I182028569;3410;Towed;TOWED MOTOR VEHICLE;B2;319;0;17/04/18 08:24;2018;4;Tuesday;8;0
I182028566;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;0;0;17/04/18 09:31;2018;4;Tuesday;9;0
I182028544;3115;Investigate Person;INVESTIGATE PERSON;B2;330;0;17/04/18 02:50;2018;4;Tuesday;2;0
I182028540;3301;Verbal Disputes;VERBAL DISPUTE;B2;319;0;17/04/18 01:48;2018;4;Tuesday;1;0
I182028486;3007;Medical Assistance;SUDDEN DEATH;B2;319;0;16/04/18 19:42;2018;4;Monday;19;0
I182028477;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;326;0;16/04/18 19:47;2018;4;Monday;19;0
I182028471;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;602;0;16/04/18 18:35;2018;4;Monday;18;0
I182028467;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;0;0;16/04/18 18:27;2018;4;Monday;18;0
I182028466;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;301;0;16/04/18 17:37;2018;4;Monday;17;0
I182028454;3114;Investigate Property;INVESTIGATE PROPERTY;B2;909;0;16/04/18 16:25;2018;4;Monday;16;0
I182028448;2647;Other;THREATS TO DO BODILY HARM;B2;329;0;16/04/18 16:08;2018;4;Monday;16;0
I182028427;3301;Verbal Disputes;VERBAL DISPUTE;B2;261;0;16/04/18 14:00;2018;4;Monday;14;0
I182028418;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;287;0;16/04/18 13:37;2018;4;Monday;13;0
I182028409;2647;Other;THREATS TO DO BODILY HARM;B2;911;0;16/04/18 12:00;2018;4;Monday;12;0
I182028397;2647;Other;THREATS TO DO BODILY HARM;B2;268;0;16/04/18 13:20;2018;4;Monday;13;0
I182028394;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;319;1;16/04/18 13:02;2018;4;Monday;13;1
I182028387;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;280;0;16/04/18 12:00;2018;4;Monday;12;0
I182028383;2629;Harassment;HARASSMENT;B2;293;0;16/04/18 11:00;2018;4;Monday;11;0
I182028381;3001;Medical Assistance;DEATH INVESTIGATION;B2;288;0;16/04/18 11:34;2018;4;Monday;11;0
I182028377;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;587;0;16/04/18 11:20;2018;4;Monday;11;0
I182028375;3501;Missing Person Reported;MISSING PERSON;B2;281;0;13/04/18 19:30;2018;4;Friday;19;0
I182028375;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;281;0;13/04/18 19:30;2018;4;Friday;19;0
I182028369;2629;Harassment;HARASSMENT;B2;324;0;16/04/18 10:33;2018;4;Monday;10;0
I182028364;2629;Harassment;HARASSMENT;B2;300;0;16/04/18 10:25;2018;4;Monday;10;0
I182028351;3501;Missing Person Reported;MISSING PERSON;B2;281;0;16/04/18 00:00;2018;4;Monday;0;0
I182028351;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;281;0;16/04/18 00:00;2018;4;Monday;0;0
I182028348;2629;Harassment;HARASSMENT;B2;324;0;16/04/18 08:03;2018;4;Monday;8;0
I182028336;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;331;0;16/04/18 01:17;2018;4;Monday;1;1
I182028335;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;287;0;16/04/18 02:41;2018;4;Monday;2;0
I182028332;3410;Towed;TOWED MOTOR VEHICLE;B2;329;0;15/04/18 23:54;2018;4;Sunday;23;0
I182028314;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;566;0;15/04/18 22:30;2018;4;Sunday;22;0
I182028307;3301;Verbal Disputes;VERBAL DISPUTE;B2;314;0;15/04/18 22:25;2018;4;Sunday;22;0
I182028303;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;320;0;15/04/18 21:04;2018;4;Sunday;21;1
I182028300;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;587;0;15/04/18 22:09;2018;4;Sunday;22;0
I182028295;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;302;0;15/04/18 21:38;2018;4;Sunday;21;0
I182028276;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;0;0;15/04/18 20:27;2018;4;Sunday;20;0
I182028275;724;Auto Theft;AUTO THEFT;B2;319;0;15/04/18 20:51;2018;4;Sunday;20;0
I182028275;2914;Violations;VAL - OPERATING W/O AUTHORIZATION LAWFUL;B2;319;0;15/04/18 20:51;2018;4;Sunday;20;1
I182028270;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;304;0;15/04/18 18:35;2018;4;Sunday;18;0
I182028255;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;586;0;15/04/18 18:12;2018;4;Sunday;18;0
I182028243;3109;Police Service Incidents;SERVICE TO OTHER PD INSIDE OF MA.;B2;309;0;15/04/18 17:44;2018;4;Sunday;17;0
I182028242;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;260;0;15/04/18 17:39;2018;4;Sunday;17;1
I182028240;3301;Verbal Disputes;VERBAL DISPUTE;B2;301;0;15/04/18 17:10;2018;4;Sunday;17;0
I182028236;3301;Verbal Disputes;VERBAL DISPUTE;B2;316;0;15/04/18 16:42;2018;4;Sunday;16;0
I182028209;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;287;0;15/04/18 14:57;2018;4;Sunday;14;0
I182028202;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;311;0;15/04/18 14:01;2018;4;Sunday;14;0
I182028199;3301;Verbal Disputes;VERBAL DISPUTE;B2;586;0;15/04/18 13:14;2018;4;Sunday;13;0
I182028189;1402;Vandalism;VANDALISM;B2;0;0;14/04/18 21:00;2018;4;Saturday;21;0
I182028173;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;280;0;15/04/18 11:47;2018;4;Sunday;11;0
I182028169;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;0;0;15/04/18 11:23;2018;4;Sunday;11;0
I182028162;3301;Verbal Disputes;VERBAL DISPUTE;B2;318;0;15/04/18 10:45;2018;4;Sunday;10;0
I182028155;1402;Vandalism;VANDALISM;B2;281;0;15/04/18 11:28;2018;4;Sunday;11;0
I182028151;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;329;0;15/04/18 10:09;2018;4;Sunday;10;0
I182028143;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;294;0;14/04/18 18:00;2018;4;Saturday;18;0
I182028138;611;Larceny;LARCENY PICK-POCKET;B2;239;0;15/04/18 09:46;2018;4;Sunday;9;0
I182028114;617;Larceny;LARCENY THEFT FROM BUILDING;B2;586;0;15/04/18 04:32;2018;4;Sunday;4;0
I182028111;3115;Investigate Person;INVESTIGATE PERSON;B2;280;0;15/04/18 04:41;2018;4;Sunday;4;0
I182028108;3410;Towed;TOWED MOTOR VEHICLE;B2;329;0;14/04/18 23:36;2018;4;Saturday;23;0
I182028106;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;238;0;14/04/18 23:30;2018;4;Saturday;23;0
I182028102;3115;Investigate Person;INVESTIGATE PERSON;B2;265;0;15/04/18 02:43;2018;4;Sunday;2;0
I182028094;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;326;0;15/04/18 02:25;2018;4;Sunday;2;1
I182028091;3410;Towed;TOWED MOTOR VEHICLE;B2;331;0;15/04/18 00:36;2018;4;Sunday;0;0
I182028089;3304;Assembly or Gathering Violations;NOISY PARTY/RADIO-NO ARREST;B2;606;0;14/04/18 23:09;2018;4;Saturday;23;0
I182028088;3304;Assembly or Gathering Violations;NOISY PARTY/RADIO-NO ARREST;B2;586;0;15/04/18 01:41;2018;4;Sunday;1;0
I182028087;3304;Assembly or Gathering Violations;NOISY PARTY/RADIO-NO ARREST;B2;604;0;15/04/18 00:30;2018;4;Sunday;0;0
I182028085;3304;Assembly or Gathering Violations;NOISY PARTY/RADIO-NO ARREST;B2;604;0;14/04/18 23:51;2018;4;Saturday;23;0
I182028084;3301;Verbal Disputes;VERBAL DISPUTE;B2;263;0;15/04/18 00:30;2018;4;Sunday;0;0
I182028075;1806;Drug Violation;DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS;B2;320;0;15/04/18 00:45;2018;4;Sunday;0;0
I182028075;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;320;0;15/04/18 00:45;2018;4;Sunday;0;1
I182028075;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;320;0;15/04/18 00:45;2018;4;Sunday;0;0
I182028060;3501;Missing Person Reported;MISSING PERSON;B2;281;0;14/04/18 23:29;2018;4;Saturday;23;0
I182028060;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;281;0;14/04/18 23:29;2018;4;Saturday;23;0
I182028057;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;326;0;14/04/18 22:34;2018;4;Saturday;22;0
I182028051;3201;Property Lost;PROPERTY - LOST;B2;282;0;14/04/18 22:44;2018;4;Saturday;22;0
I182028048;1300;Recovered Stolen Property;STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING;B2;288;0;14/04/18 22:21;2018;4;Saturday;22;0
I182028047;3207;Property Found;PROPERTY - FOUND;B2;311;0;14/04/18 22:30;2018;4;Saturday;22;0
I182028044;3410;Towed;TOWED MOTOR VEHICLE;B2;0;0;14/04/18 16:49;2018;4;Saturday;16;0
I182028041;3114;Investigate Property;INVESTIGATE PROPERTY;B2;315;0;14/04/18 22:16;2018;4;Saturday;22;0
I182028039;3201;Property Lost;PROPERTY - LOST;B2;603;0;14/04/18 22:06;2018;4;Saturday;22;0
I182028034;3112;Landlord/Tenant Disputes;LANDLORD - TENANT SERVICE;B2;281;0;14/04/18 20:59;2018;4;Saturday;20;0
I182028033;3410;Towed;TOWED MOTOR VEHICLE;B2;311;0;14/04/18 21:01;2018;4;Saturday;21;0
I182027998;301;Robbery;ROBBERY - STREET;B2;0;0;14/04/18 18:55;2018;4;Saturday;18;1
I182027987;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;332;0;14/04/18 18:03;2018;4;Saturday;18;0
I182027965;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;265;0;14/04/18 16:39;2018;4;Saturday;16;0
I182027958;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;321;0;14/04/18 13:30;2018;4;Saturday;13;1
I182027953;2629;Harassment;HARASSMENT;B2;282;0;14/04/18 15:54;2018;4;Saturday;15;0
I182027942;3115;Investigate Person;INVESTIGATE PERSON;B2;291;0;14/04/18 14:00;2018;4;Saturday;14;0
I182027938;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;266;0;14/04/18 14:30;2018;4;Saturday;14;0
I182027931;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;264;0;14/04/18 12:48;2018;4;Saturday;12;0
I182027921;2629;Harassment;HARASSMENT;B2;281;0;14/04/18 14:02;2018;4;Saturday;14;0
I182027914;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;586;0;14/04/18 13:58;2018;4;Saturday;13;0
I182027899;2629;Harassment;HARASSMENT;B2;258;0;14/04/18 13:15;2018;4;Saturday;13;0
I182027898;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;182;0;13/04/18 10:30;2018;4;Friday;10;0
I182027862;3410;Towed;TOWED MOTOR VEHICLE;B2;301;0;14/04/18 09:56;2018;4;Saturday;9;0
I182027853;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;0;0;14/04/18 09:46;2018;4;Saturday;9;0
I182027851;3410;Towed;TOWED MOTOR VEHICLE;B2;311;0;14/04/18 09:44;2018;4;Saturday;9;0
I182027850;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;329;0;14/04/18 09:46;2018;4;Saturday;9;0
I182027843;2647;Other;THREATS TO DO BODILY HARM;B2;281;0;13/04/18 23:45;2018;4;Friday;23;0
I182027839;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;319;0;14/04/18 08:54;2018;4;Saturday;8;0
I182027833;1107;Fraud;FRAUD - IMPERSONATION;B2;282;0;14/04/18 08:15;2018;4;Saturday;8;0
I182027811;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;327;0;14/04/18 00:26;2018;4;Saturday;0;0
I182027808;3114;Investigate Property;INVESTIGATE PROPERTY;B2;566;0;14/04/18 02:03;2018;4;Saturday;2;0
I182027799;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;181;0;14/04/18 02:15;2018;4;Saturday;2;1
I182027799;3114;Investigate Property;INVESTIGATE PROPERTY;B2;181;0;14/04/18 02:15;2018;4;Saturday;2;0
I182027798;3301;Verbal Disputes;VERBAL DISPUTE;B2;611;0;14/04/18 00:55;2018;4;Saturday;0;0
I182027788;3304;Assembly or Gathering Violations;NOISY PARTY/RADIO-NO ARREST;B2;586;0;14/04/18 00:32;2018;4;Saturday;0;0
I182027782;3304;Assembly or Gathering Violations;NOISY PARTY/RADIO-NO ARREST;B2;585;0;13/04/18 23:27;2018;4;Friday;23;0
